	Classifier	Threshold	FAR	FRR
264	"[[1]
 [2]
 [5]]"	14667.899999999998	9.9610468009022e-05	0.2103737933465176
265	"[[1]
 [2]
 [6]
 [7]]"	19313.239999999998	9.9610468009022e-05	0.1527481349493842
266	"[[1]
 [2]
 [6]
 [8]]"	18483.8	9.9610468009022e-05	0.12719547296900394
267	"[[1]
 [2]
 [6]
 [9]]"	18751.24	9.9610468009022e-05	0.13336335689530263
268	"[[ 1]
 [ 2]
 [ 6]
 [10]]"	18368.5	9.9610468009022e-05	0.13077871982142508
269	"[[ 1]
 [ 2]
 [ 6]
 [11]]"	18611.39	9.9610468009022e-05	0.13428364433827417
270	"[[1]
 [2]
 [6]]"	14412.369999999999	9.9610468009022e-05	0.15858314894950168
271	"[[1]
 [2]
 [7]
 [8]]"	18626.81	9.9610468009022e-05	0.13207103835836384
272	"[[1]
 [2]
 [7]
 [9]]"	18869.72	9.9610468009022e-05	0.13755360184840712
273	"[[ 1]
 [ 2]
 [ 7]
 [10]]"	18492.800000000003	9.9610468009022e-05	0.135673865794678
274	"[[ 1]
 [ 2]
 [ 7]
 [11]]"	18695.53	9.9610468009022e-05	0.13696618433161678
275	"[[1]
 [2]
 [7]]"	14506.220000000001	9.9610468009022e-05	0.16759021754028705
276	"[[1]
 [2]
 [8]
 [9]]"	18543.190000000002	9.9610468009022e-05	0.14415225862035205
277	"[[ 1]
 [ 2]
 [ 8]
 [10]]"	17736.67	9.9610468009022e-05	0.1140764817606861
278	"[[ 1]
 [ 2]
 [ 8]
 [11]]"	17966.710000000003	9.9610468009022e-05	0.11621076540502438
279	"[[1]
 [2]
 [8]]"	13972.149999999998	9.9610468009022e-05	0.15219987860037987
280	"[[ 1]
 [ 2]
 [ 9]
 [10]]"	17997.65	9.9610468009022e-05	0.12045975210980792
281	"[[ 1]
 [ 2]
 [ 9]
 [11]]"	18220.08	9.9610468009022e-05	0.12284858334475535
282	"[[1]
 [2]
 [9]]"	14174.530000000002	9.9610468009022e-05	0.15954259756025924
283	"[[ 1]
 [ 2]
 [10]
 [11]]"	18434.94	9.9610468009022e-05	0.16306710266100136
284	"[[ 1]
 [ 2]
 [10]]"	13776.66	9.9610468009022e-05	0.1547453545064714
285	"[[ 1]
 [ 2]
 [11]]"	13992.82	9.9610468009022e-05	0.15958175872804528
286	"[[ 1]
 [ 2]
 [12]]"	14667.05	9.9610468009022e-05	0.16261674923146208
287	"[[ 1]
 [ 2]
 [13]]"	14692.34	9.9610468009022e-05	0.17254410526521902
288	"[[1]
 [2]]"	9817.849999999999	9.9610468009022e-05	0.2179123181453271
289	"[[1]
 [3]
 [4]]"	14637.82	9.9610468009022e-05	0.2053611638699066
290	"[[1]
 [3]
 [5]]"	14723.65	9.9610468009022e-05	0.20808286503103524
291	"[[1]
 [3]
 [6]
 [7]]"	19423.82	9.9610468009022e-05	0.15133833290908735
292	"[[1]
 [3]
 [6]
 [8]]"	18597.15	9.9610468009022e-05	0.12492412523741458
293	"[[1]
 [3]
 [6]
 [9]]"	18828.329999999998	9.9610468009022e-05	0.12885982259990994
294	"[[ 1]
 [ 3]
 [ 6]
 [10]]"	18482.82	9.9610468009022e-05	0.12809617982808247
295	"[[ 1]
 [ 3]
 [ 6]
 [11]]"	18710.4	9.9610468009022e-05	0.13028920522409979
296	"[[1]
 [3]
 [6]]"	14503.05	9.9610468009022e-05	0.15552857786219185
297	"[[1]
 [3]
 [7]
 [8]]"	18705.39	9.9610468009022e-05	0.12735211764014803
298	"[[1]
 [3]
 [7]
 [9]]"	18928.56	9.9610468009022e-05	0.1312878150026434
299	"[[ 1]
 [ 3]
 [ 7]
 [10]]"	18583.920000000002	9.9610468009022e-05	0.1312878150026434
300	"[[ 1]
 [ 3]
 [ 7]
 [11]]"	18791.91	9.9610468009022e-05	0.13293258404965635
301	"[[1]
 [3]
 [7]]"	14576.44	9.9610468009022e-05	0.1614614947817744
302	"[[1]
 [3]
 [8]
 [9]]"	18620.72	9.9610468009022e-05	0.13955082140549432
303	"[[ 1]
 [ 3]
 [ 8]
 [10]]"	17870.85	9.9610468009022e-05	0.11115897476062736
304	"[[ 1]
 [ 3]
 [ 8]
 [11]]"	18083.28	9.9610468009022e-05	0.11207926220359891
305	"[[1]
 [3]
 [8]]"	14038.060000000001	9.9610468009022e-05	0.14654108985529948
306	"[[ 1]
 [ 3]
 [ 9]
 [10]]"	18089.93	9.9610468009022e-05	0.11523173621037379
307	"[[ 1]
 [ 3]
 [ 9]
 [11]]"	18333.010000000002	9.9610468009022e-05	0.11822756554600458
308	"[[1]
 [3]
 [9]]"	14227.93	9.9610468009022e-05	0.15104462415069217
309	"[[ 1]
 [ 3]
 [10]
 [11]]"	18596.58	9.9610468009022e-05	0.16845176323157957
310	"[[ 1]
 [ 3]
 [10]]"	13915.68	9.9610468009022e-05	0.15687963815080966
311	"[[ 1]
 [ 3]
 [11]]"	14095.169999999998	9.9610468009022e-05	0.15691879931859568
312	"[[ 1]
 [ 3]
 [12]]"	14747.609999999999	9.9610468009022e-05	0.15817195668774842
313	"[[ 1]
 [ 3]
 [13]]"	14738.01	9.9610468009022e-05	0.16412445419122398
314	"[[1]
 [3]]"	9862.720000000001	9.9610468009022e-05	0.2159346791721329
315	"[[1]
 [4]
 [5]]"	14742.82	9.9610468009022e-05	0.21728573946075072
316	"[[1]
 [4]
 [6]
 [8]]"	18506.02	9.9610468009022e-05	0.12365138728436882
317	"[[1]
 [4]
 [6]
 [9]]"	18745.77	9.9610468009022e-05	0.12821366333144055
318	"[[ 1]
 [ 4]
 [ 6]
 [10]]"	18426.51	9.9610468009022e-05	0.12838988858647765
319	"[[ 1]
 [ 4]
 [ 6]
 [11]]"	18652.809999999998	9.9610468009022e-05	0.130641655734174
320	"[[1]
 [4]
 [6]]"	14452.82	9.9610468009022e-05	0.15689921873470267
321	"[[1]
 [4]
 [7]
 [8]]"	18606.170000000002	9.9610468009022e-05	0.12574650976092108
322	"[[1]
 [4]
 [7]
 [9]]"	18845.44	9.9610468009022e-05	0.13091578390867617
323	"[[ 1]
 [ 4]
 [ 7]
 [10]]"	18507.93	9.9610468009022e-05	0.13136613733821542
324	"[[ 1]
 [ 4]
 [ 7]
 [11]]"	18770.489999999998	9.9610468009022e-05	0.13575218813025006
325	"[[1]
 [4]
 [7]]"	14540.0	9.9610468009022e-05	0.16441816294961917
326	"[[1]
 [4]
 [8]
 [9]]"	18474.489999999998	9.9610468009022e-05	0.13432280550606018
327	"[[ 1]
 [ 4]
 [ 8]
 [10]]"	17725.57	9.9610468009022e-05	0.10741908323706213
328	"[[ 1]
 [ 4]
 [ 8]
 [11]]"	17970.870000000003	9.9610468009022e-05	0.11027784848544184
329	"[[1]
 [4]
 [8]]"	13921.189999999999	9.9610468009022e-05	0.142390006069981
330	"[[ 1]
 [ 4]
 [ 9]
 [10]]"	17985.960000000003	9.9610468009022e-05	0.11299954964657045
331	"[[ 1]
 [ 4]
 [ 9]
 [11]]"	18204.269999999997	9.9610468009022e-05	0.11419396526404417
332	"[[1]
 [4]
 [9]]"	14116.829999999998	9.9610468009022e-05	0.14765718313720116
333	"[[ 1]
 [ 4]
 [10]
 [11]]"	18481.86	9.9610468009022e-05	0.16326290849993147
334	"[[ 1]
 [ 4]
 [10]]"	13801.55	9.9610468009022e-05	0.15231736210373795
335	"[[ 1]
 [ 4]
 [11]]"	14003.08	9.9610468009022e-05	0.15321806896281648
336	"[[ 1]
 [ 4]
 [12]]"	14601.77	9.9610468009022e-05	0.15155371933191047
337	"[[ 1]
 [ 4]
 [13]]"	14643.5	9.9610468009022e-05	0.16073701317773295
338	"[[1]
 [4]]"	9823.01	9.9610468009022e-05	0.2184214133265454
339	"[[1]
 [5]
 [6]
 [8]]"	18622.57	9.9610468009022e-05	0.1211059113782773
340	"[[1]
 [5]
 [6]
 [9]]"	18873.47	9.9610468009022e-05	0.12686260304282274
341	"[[ 1]
 [ 5]
 [ 6]
 [10]]"	18558.94	9.9610468009022e-05	0.12874233909655186
342	"[[ 1]
 [ 5]
 [ 6]
 [11]]"	18775.190000000002	9.9610468009022e-05	0.1295059818683793
343	"[[1]
 [5]
 [6]]"	14554.0	9.9610468009022e-05	0.15566564194944293
344	"[[1]
 [5]
 [7]
 [8]]"	18695.690000000002	9.9610468009022e-05	0.12165416772728163
345	"[[1]
 [5]
 [7]
 [9]]"	18941.410000000003	9.9610468009022e-05	0.12741085939182706
346	"[[ 1]
 [ 5]
 [ 7]
 [10]]"	18650.739999999998	9.9610468009022e-05	0.1316598460966106
347	"[[ 1]
 [ 5]
 [ 7]
 [11]]"	18857.949999999997	9.9610468009022e-05	0.13218852186172192
348	"[[1]
 [5]
 [7]]"	14619.66	9.9610468009022e-05	0.160815335513305
349	"[[1]
 [5]
 [8]
 [9]]"	18605.65	9.9610468009022e-05	0.1346752560161344
350	"[[ 1]
 [ 5]
 [ 8]
 [10]]"	17851.41	9.9610468009022e-05	0.10551976659944
351	"[[ 1]
 [ 5]
 [ 8]
 [11]]"	18086.11	9.9610468009022e-05	0.10702747155920189
352	"[[1]
 [5]
 [8]]"	14006.32	9.9610468009022e-05	0.13839556695580663
353	"[[ 1]
 [ 5]
 [ 9]
 [10]]"	18089.2	9.9610468009022e-05	0.10955336688140041
354	"[[ 1]
 [ 5]
 [ 9]
 [11]]"	18319.05	9.9610468009022e-05	0.11063029899551605
355	"[[1]
 [5]
 [9]]"	14225.36	9.9610468009022e-05	0.14485715964050047
356	"[[ 1]
 [ 5]
 [10]
 [11]]"	18671.74	9.9610468009022e-05	0.17226997709071684
357	"[[ 1]
 [ 5]
 [10]]"	13927.39	9.9610468009022e-05	0.1534334553856396
358	"[[ 1]
 [ 5]
 [11]]"	14108.25	9.9610468009022e-05	0.15235652327152396
359	"[[ 1]
 [ 5]
 [12]]"	14701.430000000002	9.9610468009022e-05	0.14928237160032112
360	"[[ 1]
 [ 5]
 [13]]"	14716.7	9.9610468009022e-05	0.15599851187562414
361	"[[1]
 [5]]"	9888.939999999999	9.9610468009022e-05	0.2200857629574514
362	"[[1]
 [6]
 [7]
 [8]
 [9]]"	23266.77	9.9610468009022e-05	0.11450725460633236
363	"[[ 1]
 [ 6]
 [ 7]
 [ 8]
 [10]]"	22668.47	9.9610468009022e-05	0.10164281098862368
364	"[[ 1]
 [ 6]
 [ 7]
 [ 8]
 [11]]"	22894.890000000003	9.9610468009022e-05	0.1025239372638092
365	"[[1]
 [6]
 [7]
 [8]]"	18773.46	9.9610468009022e-05	0.11932407824401324
366	"[[ 1]
 [ 6]
 [ 7]
 [ 9]
 [10]]"	22909.230000000003	9.9610468009022e-05	0.10414912572692918
367	"[[ 1]
 [ 6]
 [ 7]
 [ 9]
 [11]]"	23156.19	9.9610468009022e-05	0.10642047345851853
368	"[[1]
 [6]
 [7]
 [9]]"	19005.39	9.9610468009022e-05	0.12374929020383388
369	"[[ 1]
 [ 6]
 [ 7]
 [10]
 [11]]"	23282.420000000002	9.9610468009022e-05	0.13240390828454504
370	"[[ 1]
 [ 6]
 [ 7]
 [10]]"	18764.780000000002	9.9610468009022e-05	0.1296430459556304
371	"[[ 1]
 [ 6]
 [ 7]
 [11]]"	18959.87	9.9610468009022e-05	0.13060249456638798
372	"[[ 1]
 [ 6]
 [ 7]
 [12]]"	19426.41	9.9610468009022e-05	0.12488496406962855
373	"[[ 1]
 [ 6]
 [ 7]
 [13]]"	19520.43	9.9610468009022e-05	0.1311703314992853
374	"[[1]
 [6]
 [7]]"	14744.300000000001	9.9610468009022e-05	0.15588102837226606
375	"[[ 1]
 [ 6]
 [ 8]
 [ 9]
 [10]]"	22208.39	9.9610468009022e-05	0.09292945115623348
376	"[[ 1]
 [ 6]
 [ 8]
 [ 9]
 [11]]"	22444.950000000004	9.9610468009022e-05	0.0946329619549255
377	"[[1]
 [6]
 [8]
 [9]]"	18496.480000000003	9.9610468009022e-05	0.11963736758630142
378	"[[ 1]
 [ 6]
 [ 8]
 [10]
 [11]]"	22281.55	9.9610468009022e-05	0.10356170821013883
379	"[[ 1]
 [ 6]
 [ 8]
 [10]]"	17755.4	9.9610468009022e-05	0.09563157173346909
380	"[[ 1]
 [ 6]
 [ 8]
 [11]]"	18001.65	9.9610468009022e-05	0.09776585537780737
381	"[[ 1]
 [ 6]
 [ 8]
 [12]]"	18636.68	9.9610468009022e-05	0.10681208513637877
382	"[[ 1]
 [ 6]
 [ 8]
 [13]]"	18673.54	9.9610468009022e-05	0.10681208513637877
383	"[[1]
 [6]
 [8]]"	13875.16	9.9610468009022e-05	0.11701356934463786
384	"[[ 1]
 [ 6]
 [ 9]
 [10]
 [11]]"	22555.11	9.9610468009022e-05	0.108868046445145
385	"[[ 1]
 [ 6]
 [ 9]
 [10]]"	18014.09	9.9610468009022e-05	0.09962601084764347
386	"[[ 1]
 [ 6]
 [ 9]
 [11]]"	18246.03	9.9610468009022e-05	0.10072252354565213
387	"[[ 1]
 [ 6]
 [ 9]
 [12]]"	18860.22	9.9610468009022e-05	0.10908343286796812
388	"[[ 1]
 [ 6]
 [ 9]
 [13]]"	18918.43	9.9610468009022e-05	0.11033659023712088
389	"[[1]
 [6]
 [9]]"	14106.150000000001	9.9610468009022e-05	0.12100800845881224
390	"[[ 1]
 [ 6]
 [10]
 [11]]"	18534.11	9.9610468009022e-05	0.14495506255996554
391	"[[ 1]
 [ 6]
 [10]
 [12]]"	18530.980000000003	9.9610468009022e-05	0.10833937068003367
392	"[[ 1]
 [ 6]
 [10]
 [13]]"	18577.48	9.9610468009022e-05	0.11092400775391122
393	"[[ 1]
 [ 6]
 [10]]"	13874.89	9.9610468009022e-05	0.1315032014254665
394	"[[ 1]
 [ 6]
 [11]
 [12]]"	18776.410000000003	9.9610468009022e-05	0.11125687768009242
395	"[[ 1]
 [ 6]
 [11]
 [13]]"	18780.739999999998	9.9610468009022e-05	0.11078694366666014
396	"[[ 1]
 [ 6]
 [11]]"	14084.43	9.9610468009022e-05	0.1328346811301913
397	"[[ 1]
 [ 6]
 [12]]"	14533.28	9.9610468009022e-05	0.12439544947230326
398	"[[ 1]
 [ 6]
 [13]]"	14588.470000000001	9.9610468009022e-05	0.12905562843884005
399	"[[1]
 [6]]"	9787.76	9.9610468009022e-05	0.15856356836560867
400	"[[ 1]
 [ 7]
 [ 8]
 [ 9]
 [10]]"	22324.57	9.9610468009022e-05	0.09310567641127059
401	"[[ 1]
 [ 7]
 [ 8]
 [ 9]
 [11]]"	22582.54	9.9610468009022e-05	0.0961406669146874
402	"[[1]
 [7]
 [8]
 [9]]"	18601.670000000002	9.9610468009022e-05	0.122261165827965
403	"[[ 1]
 [ 7]
 [ 8]
 [10]
 [11]]"	22441.77	9.9610468009022e-05	0.10694914922362984
404	"[[ 1]
 [ 7]
 [ 8]
 [10]]"	17855.39	9.9610468009022e-05	0.09551408823011102
405	"[[ 1]
 [ 7]
 [ 8]
 [11]]"	18100.96	9.9610468009022e-05	0.09741340486773316
406	"[[ 1]
 [ 7]
 [ 8]
 [12]]"	18741.42	9.9610468009022e-05	0.10730159973370405
407	"[[ 1]
 [ 7]
 [ 8]
 [13]]"	18762.32	9.9610468009022e-05	0.10706663272698792
408	"[[1]
 [7]
 [8]]"	13961.880000000001	9.9610468009022e-05	0.1187562413111159
409	"[[ 1]
 [ 7]
 [ 9]
 [10]
 [11]]"	22704.149999999998	9.9610468009022e-05	0.11294080789489143
410	"[[ 1]
 [ 7]
 [ 9]
 [10]]"	18112.72	9.9610468009022e-05	0.09939104384092734
411	"[[ 1]
 [ 7]
 [ 9]
 [11]]"	18333.739999999998	9.9610468009022e-05	0.09990013902214565
412	"[[ 1]
 [ 7]
 [ 9]
 [12]]"	18976.57	9.9610468009022e-05	0.1103757514049069
413	"[[ 1]
 [ 7]
 [ 9]
 [13]]"	18990.27	9.9610468009022e-05	0.10965126980086547
414	"[[1]
 [7]
 [9]]"	14174.46	9.9610468009022e-05	0.12061639678095201
415	"[[ 1]
 [ 7]
 [10]
 [11]]"	18676.43	9.9610468009022e-05	0.15595935070783812
416	"[[ 1]
 [ 7]
 [10]
 [12]]"	18671.18	9.9610468009022e-05	0.11170723110963168
417	"[[ 1]
 [ 7]
 [10]
 [13]]"	18682.260000000002	9.9610468009022e-05	0.11217716512306397
418	"[[ 1]
 [ 7]
 [10]]"	13977.62	9.9610468009022e-05	0.13745569892894205
419	"[[ 1]
 [ 7]
 [11]
 [12]]"	18899.2	9.9610468009022e-05	0.11297996906267745
420	"[[ 1]
 [ 7]
 [11]
 [13]]"	18897.27	9.9610468009022e-05	0.11249045446535216
421	"[[ 1]
 [ 7]
 [11]]"	14130.000000000002	9.9610468009022e-05	0.13252139178790312
422	"[[ 1]
 [ 7]
 [12]]"	14636.220000000001	9.9610468009022e-05	0.12782205165358032
423	"[[ 1]
 [ 7]
 [13]]"	14661.18	9.9610468009022e-05	0.13019130230463472
424	"[[1]
 [7]]"	9825.05	9.9610468009022e-05	0.16173562295627655
425	"[[ 1]
 [ 8]
 [ 9]
 [10]
 [11]]"	22126.8	9.9610468009022e-05	0.10414912572692918
426	"[[ 1]
 [ 8]
 [ 9]
 [10]
 [12]]"	22305.0	9.9610468009022e-05	0.08930704313602632
427	"[[ 1]
 [ 8]
 [ 9]
 [10]
 [13]]"	22384.5	9.9610468009022e-05	0.09007068590785378
428	"[[ 1]
 [ 8]
 [ 9]
 [10]]"	17619.14	9.9610468009022e-05	0.09772669421002134
429	"[[ 1]
 [ 8]
 [ 9]
 [11]
 [12]]"	22580.18	9.9610468009022e-05	0.09243993655890818
430	"[[ 1]
 [ 8]
 [ 9]
 [11]
 [13]]"	22640.950000000004	9.9610468009022e-05	0.09281196765287542
431	"[[ 1]
 [ 8]
 [ 9]
 [11]]"	17876.93	9.9610468009022e-05	0.10076168471343816
432	"[[ 1]
 [ 8]
 [ 9]
 [12]]"	18582.879999999997	9.9610468009022e-05	0.11249045446535216
433	"[[ 1]
 [ 8]
 [ 9]
 [13]]"	18646.620000000003	9.9610468009022e-05	0.11638699066006149
434	"[[1]
 [8]
 [9]]"	13995.41	9.9610468009022e-05	0.14546415774118385
435	"[[ 1]
 [ 8]
 [10]
 [11]
 [12]]"	22427.809999999998	9.9610468009022e-05	0.10072252354565213
436	"[[ 1]
 [ 8]
 [10]
 [11]
 [13]]"	22507.57	9.9610468009022e-05	0.10389457813632003
437	"[[ 1]
 [ 8]
 [10]
 [11]]"	17857.42	9.9610468009022e-05	0.12314229210315052
438	"[[ 1]
 [ 8]
 [10]
 [12]]"	17855.86	9.9610468009022e-05	0.09169587437097375
439	"[[ 1]
 [ 8]
 [10]
 [13]]"	17920.18	9.9610468009022e-05	0.09175461612265277
440	"[[ 1]
 [ 8]
 [10]]"	13173.01	9.9610468009022e-05	0.10279806543831137
441	"[[ 1]
 [ 8]
 [11]
 [12]]"	18078.35	9.9610468009022e-05	0.09247909772669421
442	"[[ 1]
 [ 8]
 [11]
 [13]]"	18134.95	9.9610468009022e-05	0.09202874429715494
443	"[[ 1]
 [ 8]
 [11]]"	13382.52	9.9610468009022e-05	0.10273932368663234
444	"[[ 1]
 [ 8]
 [12]
 [13]]"	19106.99	9.9610468009022e-05	0.1199114957608036
445	"[[ 1]
 [ 8]
 [12]]"	14035.880000000001	9.9610468009022e-05	0.11507509153922969
446	"[[ 1]
 [ 8]
 [13]]"	14068.720000000001	9.9610468009022e-05	0.11595621781441523
447	"[[1]
 [8]]"	9276.7	9.9610468009022e-05	0.14098020402968417
448	"[[ 1]
 [ 9]
 [10]
 [11]
 [12]]"	22700.14	9.9610468009022e-05	0.10626382878737443
449	"[[ 1]
 [ 9]
 [10]
 [11]
 [13]]"	22809.050000000003	9.9610468009022e-05	0.11111981359284134
450	"[[ 1]
 [ 9]
 [10]
 [11]]"	18127.87	9.9610468009022e-05	0.13314797047247948
451	"[[ 1]
 [ 9]
 [10]
 [12]]"	18122.63	9.9610468009022e-05	0.09518121830392982
452	"[[ 1]
 [ 9]
 [10]
 [13]]"	18193.84	9.9610468009022e-05	0.09623856983415245
453	"[[ 1]
 [ 9]
 [10]]"	13427.789999999999	9.9610468009022e-05	0.11051281549215798
454	"[[ 1]
 [ 9]
 [11]
 [12]]"	18343.28	9.9610468009022e-05	0.09637563392140354
455	"[[ 1]
 [ 9]
 [11]
 [13]]"	18401.780000000002	9.9610468009022e-05	0.09584695815629223
456	"[[ 1]
 [ 9]
 [11]]"	13617.220000000001	9.9610468009022e-05	0.10710579389477394
457	"[[ 1]
 [ 9]
 [12]
 [13]]"	19332.08	9.9610468009022e-05	0.12388635429108497
458	"[[ 1]
 [ 9]
 [12]]"	14254.85	9.9610468009022e-05	0.11824714612989759
459	"[[ 1]
 [ 9]
 [13]]"	14282.810000000001	9.9610468009022e-05	0.11934365882790625
460	"[[1]
 [9]]"	9455.529999999999	9.9610468009022e-05	0.14299700417066438
461	"[[ 1]
 [10]
 [11]
 [12]]"	18605.53	9.9610468009022e-05	0.13481232010338548
462	"[[ 1]
 [10]
 [11]
 [13]]"	18707.52	9.9610468009022e-05	0.1464040257680484
463	"[[ 1]
 [10]
 [11]]"	14203.289999999999	9.9610468009022e-05	0.21148988662841925
464	"[[ 1]
 [10]
 [12]
 [13]]"	18982.72	9.9610468009022e-05	0.12347516202933172
465	"[[ 1]
 [10]
 [12]]"	13986.48	9.9610468009022e-05	0.12425838538505218
466	"[[ 1]
 [10]
 [13]]"	14030.210000000001	9.9610468009022e-05	0.12938849836502125
467	"[[ 1]
 [10]]"	9324.42	9.9610468009022e-05	0.18284349239294315
468	"[[ 1]
 [11]
 [12]
 [13]]"	19222.75	9.9610468009022e-05	0.12605979910320925
469	"[[ 1]
 [11]
 [12]]"	14181.73	9.9610468009022e-05	0.12451293297566134
470	"[[ 1]
 [11]
 [13]]"	14228.900000000001	9.9610468009022e-05	0.128996886687161
471	"[[ 1]
 [11]]"	9437.5	9.9610468009022e-05	0.17187836541285662
472	"[[ 1]
 [12]
 [13]]"	15084.550000000001	9.9610468009022e-05	0.15402087290242994
473	"[[ 1]
 [12]]"	9966.07	9.9610468009022e-05	0.15384464764739283
474	"[[ 1]
 [13]]"	9933.74	9.9610468009022e-05	0.15629222063401932
475	[[1]]	5029.01	9.9610468009022e-05	0.2530790468171761
476	"[[2]
 [3]
 [4]]"	14672.190000000002	9.9610468009022e-05	0.21922421726615887
477	"[[2]
 [3]
 [5]]"	14766.93	9.9610468009022e-05	0.22439349141391396
478	"[[2]
 [3]
 [6]
 [8]]"	18628.45	9.9610468009022e-05	0.13865011454641576
479	"[[2]
 [3]
 [6]
 [9]]"	18849.67	9.9610468009022e-05	0.14368232460691976
480	"[[ 2]
 [ 3]
 [ 6]
 [10]]"	18445.800000000003	9.9610468009022e-05	0.13972704666053143
481	"[[ 2]
 [ 3]
 [ 6]
 [11]]"	18662.49	9.9610468009022e-05	0.14278161774784123
482	"[[2]
 [3]
 [6]]"	14534.5	9.9610468009022e-05	0.17583364335924498
483	"[[2]
 [3]
 [7]
 [8]]"	18715.29	9.9610468009022e-05	0.1418809108887627
484	"[[2]
 [3]
 [7]
 [9]]"	18959.82	9.9610468009022e-05	0.14971314444596737
485	"[[ 2]
 [ 3]
 [ 7]
 [10]]"	18581.13	9.9610468009022e-05	0.1472655714593409
486	"[[ 2]
 [ 3]
 [ 7]
 [11]]"	18757.48	9.9610468009022e-05	0.14797047247948933
487	"[[2]
 [3]
 [7]]"	14661.08	9.9610468009022e-05	0.19006872784946446
488	"[[2]
 [3]
 [8]
 [9]]"	18701.53	9.9610468009022e-05	0.15834818194278552
489	"[[ 2]
 [ 3]
 [ 8]
 [10]]"	17882.89	9.9610468009022e-05	0.12817450216365453
490	"[[ 2]
 [ 3]
 [ 8]
 [11]]"	18105.21	9.9610468009022e-05	0.13052417223081592
491	"[[2]
 [3]
 [8]]"	14154.95	9.9610468009022e-05	0.17377768205047875
492	"[[ 2]
 [ 3]
 [ 9]
 [10]]"	18141.989999999998	9.9610468009022e-05	0.135654285210785
493	"[[ 2]
 [ 3]
 [ 9]
 [11]]"	18364.59	9.9610468009022e-05	0.13865011454641576
494	"[[2]
 [3]
 [9]]"	14370.91	9.9610468009022e-05	0.18493861486949542
495	"[[ 2]
 [ 3]
 [10]
 [11]]"	18517.66	9.9610468009022e-05	0.17391474613772984
496	"[[ 2]
 [ 3]
 [10]]"	13929.14	9.9610468009022e-05	0.17399306847330187
497	"[[ 2]
 [ 3]
 [11]]"	14170.089999999998	9.9610468009022e-05	0.1827064283056921
498	"[[ 2]
 [ 3]
 [12]]"	14829.189999999999	9.9610468009022e-05	0.18137494860096728
499	"[[ 2]
 [ 3]
 [13]]"	14840.560000000001	9.9610468009022e-05	0.1929862348495232
500	"[[2]
 [3]]"	10060.26	9.9610468009022e-05	0.25589865089776975
501	"[[2]
 [4]
 [6]
 [8]]"	18317.03	9.9610468009022e-05	0.12605979910320925
502	"[[2]
 [4]
 [6]
 [9]]"	18563.32	9.9610468009022e-05	0.13103326741203422
503	"[[ 2]
 [ 4]
 [ 6]
 [10]]"	18163.120000000003	9.9610468009022e-05	0.12741085939182706
504	"[[ 2]
 [ 4]
 [ 6]
 [11]]"	18413.04	9.9610468009022e-05	0.13111158974760628
505	"[[2]
 [4]
 [6]]"	14255.509999999998	9.9610468009022e-05	0.15684047698302364
506	"[[2]
 [4]
 [7]
 [8]]"	18453.450000000004	9.9610468009022e-05	0.1304654304791369
507	"[[2]
 [4]
 [7]
 [9]]"	18663.66	9.9610468009022e-05	0.1344990307610973
508	"[[ 2]
 [ 4]
 [ 7]
 [10]]"	18263.18	9.9610468009022e-05	0.13056333339860193
509	"[[ 2]
 [ 4]
 [ 7]
 [11]]"	18501.100000000002	9.9610468009022e-05	0.13369622682148383
510	"[[2]
 [4]
 [7]]"	14369.380000000001	9.9610468009022e-05	0.16690489710403164
511	"[[2]
 [4]
 [8]
 [9]]"	18339.53	9.9610468009022e-05	0.1398836913316755
512	"[[ 2]
 [ 4]
 [ 8]
 [10]]"	17572.72	9.9610468009022e-05	0.11437019051908127
513	"[[ 2]
 [ 4]
 [ 8]
 [11]]"	17813.41	9.9610468009022e-05	0.11699398876074485
514	"[[2]
 [4]
 [8]]"	13774.84	9.9610468009022e-05	0.1478725695600243
515	"[[ 2]
 [ 4]
 [ 9]
 [10]]"	17826.3	9.9610468009022e-05	0.11955904525072937
516	"[[ 2]
 [ 4]
 [ 9]
 [11]]"	18054.94	9.9610468009022e-05	0.1221045211568209
517	"[[2]
 [4]
 [9]]"	13986.970000000001	9.9610468009022e-05	0.15519570793601065
518	"[[ 2]
 [ 4]
 [10]
 [11]]"	18178.53	9.9610468009022e-05	0.15466703217089933
519	"[[ 2]
 [ 4]
 [10]]"	13573.189999999999	9.9610468009022e-05	0.14926279101642811
520	"[[ 2]
 [ 4]
 [11]]"	13789.960000000001	9.9610468009022e-05	0.15400129231853693
521	"[[ 2]
 [ 4]
 [12]]"	14525.68	9.9610468009022e-05	0.16159855886902547
522	"[[ 2]
 [ 4]
 [13]]"	14526.11	9.9610468009022e-05	0.16888253607722584
523	"[[2]
 [4]]"	9698.060000000001	9.9610468009022e-05	0.21348710618550645
524	"[[2]
 [5]
 [6]
 [8]]"	18448.58	9.9610468009022e-05	0.1254332204186329
525	"[[2]
 [5]
 [6]
 [9]]"	18674.8	9.9610468009022e-05	0.1291339507744121
526	"[[ 2]
 [ 5]
 [ 6]
 [10]]"	18306.18	9.9610468009022e-05	0.12754792347907815
527	"[[ 2]
 [ 5]
 [ 6]
 [11]]"	18551.69	9.9610468009022e-05	0.1311311703314993
528	"[[2]
 [5]
 [6]]"	14397.75	9.9610468009022e-05	0.15971882281529634
529	"[[2]
 [5]
 [7]
 [8]]"	18571.469999999998	9.9610468009022e-05	0.1293101760294492
